timestamp,hour,day_of_week,month,is_weekend,temperature,humidity,wind_speed,cloud_cover,rain_probability,solar_irradiance,solar_power,wind_power,total_load,academic_load,lab_load,library_load,hostel_load,canteen_load,ev_load,anomaly_score,anomaly_type,battery_soc,battery_action,grid_import,grid_export,grid_dependency,renewable_share,co2_avoided
2026-06-12T14:00:00,14,4,6,False,43.09,53.62,3.05,0.081,0.049,765.84,6.234,2.5,15.294,3.841,6.132,2.052,3.01,0.259,0.0,0.0,,20.0,HOLD,6.56,0.0,42.89,57.11,7.162
2026-06-12T15:00:00,15,4,6,False,38.19,59.27,1.63,0.081,0.049,625.31,5.38,1.11,15.688,4.028,6.228,2.023,3.08,0.33,0.0,0.0,,20.0,HOLD,9.198,0.0,58.63,41.37,5.322
2026-06-12T16:00:00,16,4,6,False,39.73,65.73,1.43,0.081,0.049,442.16,3.715,0.903,14.934,3.947,5.965,2.083,2.669,0.27,0.0,0.0,,20.0,HOLD,10.316,0.0,69.08,30.92,3.787
2026-06-12T17:00:00,17,4,6,False,35.85,58.24,0.0,0.081,0.049,228.88,2.0,0.0,15.897,4.04,6.327,2.133,2.863,0.535,0.0,0.0,,20.0,HOLD,13.897,0.0,87.42,12.58,1.64
2026-06-12T18:00:00,18,4,6,False,36.14,58.65,0.33,0.081,0.049,0.0,0.0,0.006,16.892,3.928,6.241,2.172,2.511,2.039,0.0,0.0,,20.0,HOLD,16.886,0.0,99.96,0.04,0.005
2026-06-12T19:00:00,19,4,6,False,32.37,60.97,1.45,0.081,0.049,0.0,0.0,0.964,16.065,3.879,5.84,1.893,2.411,2.043,0.0,0.0,,20.0,HOLD,15.101,0.0,94.0,6.0,0.79
2026-06-12T20:00:00,20,4,6,False,31.72,63.44,1.53,0.081,0.049,0.0,0.0,0.913,10.247,0.905,6.32,0.167,2.417,0.438,0.0,0.0,,20.0,HOLD,9.334,0.0,91.09,8.91,0.749
2026-06-12T21:00:00,21,4,6,False,30.15,71.38,1.86,0.081,0.049,0.0,0.0,1.28,4.668,1.232,0.923,0.115,2.0,0.397,0.0,0.0,,20.0,HOLD,3.388,0.0,72.58,27.42,1.05
2026-06-12T22:00:00,22,4,6,False,29.54,53.68,1.33,0.081,0.049,0.0,0.0,0.658,4.102,1.108,0.512,0.394,1.784,0.304,0.0,0.0,,20.0,HOLD,3.444,0.0,83.96,16.04,0.54
2026-06-12T23:00:00,23,4,6,False,28.79,60.2,2.16,0.081,0.049,0.0,0.0,1.646,4.062,1.132,0.919,0.086,1.266,0.66,0.0,0.0,,20.0,HOLD,2.416,0.0,59.48,40.52,1.35
2026-06-13T00:00:00,0,5,6,True,28.33,68.71,4.15,0.412,0.247,0.0,0.0,4.216,2.114,-0.034,0.066,0.243,1.372,0.467,0.0,0.0,,24.99,CHARGING,0.0,2.102,0.0,100.0,3.457
2026-06-13T01:00:00,1,5,6,True,29.9,66.82,3.81,0.412,0.247,0.0,0.0,3.689,1.556,0.187,-0.249,0.166,1.201,0.25,0.0,0.0,,30.06,CHARGING,0.0,2.133,0.0,100.0,3.025
2026-06-13T02:00:00,2,5,6,True,31.12,64.65,4.72,0.412,0.247,0.0,0.0,4.704,3.023,-0.109,1.026,0.243,1.416,0.447,0.0,0.0,,34.05,CHARGING,0.0,1.681,0.0,100.0,3.857
2026-06-13T03:00:00,3,5,6,True,28.0,68.75,4.18,0.412,0.247,0.0,0.0,4.347,2.898,0.069,0.5,0.131,1.635,0.563,0.0,0.0,,37.49,CHARGING,0.0,1.449,0.0,100.0,3.565
2026-06-13T04:00:00,4,5,6,True,30.54,74.93,4.02,0.412,0.247,0.0,0.0,4.173,2.956,-0.089,0.737,0.213,1.539,0.556,0.0,0.0,,40.38,CHARGING,0.0,1.217,0.0,100.0,3.422
2026-06-13T05:00:00,5,5,6,True,33.39,66.01,4.18,0.412,0.247,0.0,0.0,4.115,2.043,0.127,0.138,0.315,1.141,0.321,0.0,0.0,,45.3,CHARGING,0.0,2.072,0.0,100.0,3.374
2026-06-13T06:00:00,6,5,6,True,33.47,69.49,4.34,0.412,0.247,0.0,0.0,4.494,1.901,-0.032,0.361,0.099,1.006,0.466,0.0,0.0,,51.46,CHARGING,0.0,2.593,0.0,100.0,3.685
2026-06-13T07:00:00,7,5,6,True,38.65,69.73,5.38,0.412,0.247,159.68,1.414,4.991,3.098,-0.061,0.074,0.097,1.078,1.911,0.0,0.0,,59.32,CHARGING,0.0,3.307,0.0,100.0,5.252
2026-06-13T08:00:00,8,5,6,True,39.89,68.5,5.0,0.412,0.247,308.48,2.571,5.09,6.054,0.148,0.252,1.935,1.701,2.019,0.0,0.0,,63.13,CHARGING,0.0,1.607,0.0,100.0,6.282
2026-06-13T09:00:00,9,5,6,True,39.48,69.56,4.36,0.412,0.247,436.26,3.632,4.571,7.583,-0.291,3.401,2.125,1.912,0.436,0.0,0.0,,64.6,CHARGING,0.0,0.62,0.0,100.0,6.726
2026-06-13T10:00:00,10,5,6,True,39.31,66.78,3.07,0.412,0.247,534.31,4.436,2.767,14.809,0.399,2.647,1.916,2.285,0.561,7.0,0.0,,44.59,DISCHARGING,7.606,0.0,51.36,48.64,5.906
2026-06-13T11:00:00,11,5,6,True,41.89,77.35,3.72,0.412,0.247,595.95,4.836,3.455,14.608,-0.085,2.844,2.081,2.545,0.223,7.0,0.0,,27.97,DISCHARGING,6.317,0.0,43.24,56.76,6.799
2026-06-13T12:00:00,12,5,6,True,44.77,74.62,2.54,0.412,0.247,616.97,5.049,1.958,16.902,0.108,3.229,2.045,2.466,2.054,7.0,0.0,,20.0,DISCHARGING,9.895,0.0,58.54,41.46,5.746
2026-06-13T13:00:00,13,5,6,True,42.18,61.13,2.67,0.412,0.247,595.95,5.04,2.101,16.908,-0.257,3.214,2.024,2.781,2.145,7.0,0.0,,20.0,HOLD,9.767,0.0,57.77,42.23,5.856
2026-06-13T14:00:00,14,5,6,True,42.27,69.59,2.03,0.412,0.247,534.31,4.421,1.489,7.877,-0.107,2.877,2.136,2.812,0.159,0.0,0.0,,20.0,HOLD,1.967,0.0,24.97,75.03,4.846
2026-06-13T15:00:00,15,5,6,True,44.07,66.22,3.63,0.412,0.247,436.26,3.486,3.42,8.314,-0.057,2.943,1.889,3.087,0.452,0.0,0.0,,20.0,HOLD,1.408,0.0,16.94,83.06,5.663
2026-06-13T16:00:00,16,5,6,True,37.76,78.51,1.83,0.412,0.247,308.48,2.644,1.201,8.337,-0.028,3.185,1.827,2.993,0.361,0.0,0.0,,20.0,HOLD,4.492,0.0,53.88,46.12,3.153
2026-06-13T17:00:00,17,5,6,True,40.84,76.59,0.93,0.412,0.247,159.68,1.316,0.506,8.244,0.064,2.739,2.018,3.055,0.368,0.0,0.0,,20.0,HOLD,6.422,0.0,77.9,22.1,1.494
2026-06-13T18:00:00,18,5,6,True,33.46,63.74,0.99,0.412,0.247,0.0,0.0,0.481,8.606,-0.341,2.515,2.048,2.64,1.744,0.0,0.0,,20.0,HOLD,8.125,0.0,94.41,5.59,0.394
2026-06-13T19:00:00,19,5,6,True,35.11,64.68,1.29,0.412,0.247,0.0,0.0,0.813,10.377,0.07,3.715,2.042,2.567,1.983,0.0,0.0,,20.0,HOLD,9.564,0.0,92.17,7.83,0.667
2026-06-13T20:00:00,20,5,6,True,33.23,74.51,1.77,0.412,0.247,0.0,0.0,1.132,6.03,-0.096,3.237,0.35,2.181,0.358,0.0,0.0,,20.0,HOLD,4.898,0.0,81.23,18.77,0.928
2026-06-13T21:00:00,21,5,6,True,30.81,73.01,1.39,0.412,0.247,0.0,0.0,0.736,1.744,-0.156,-0.396,0.104,1.813,0.38,0.0,0.0,,20.0,HOLD,1.008,0.0,57.8,42.2,0.604
2026-06-13T22:00:00,22,5,6,True,30.74,63.09,1.8,0.412,0.247,0.0,0.0,1.316,2.137,-0.195,0.027,0.256,1.585,0.465,0.0,0.0,,20.0,HOLD,0.821,0.0,38.42,61.58,1.079
2026-06-13T23:00:00,23,5,6,True,28.25,63.07,3.04,0.412,0.247,0.0,0.0,2.634,1.366,-0.243,-0.169,0.269,1.212,0.298,0.0,0.0,,23.01,CHARGING,0.0,1.268,0.0,100.0,2.16
2026-06-14T00:00:00,0,6,6,True,27.86,55.91,3.9,0.366,0.22,0.0,0.0,3.762,2.571,0.292,0.385,0.277,1.329,0.288,0.0,0.0,,25.84,CHARGING,0.0,1.191,0.0,100.0,3.085
2026-06-14T01:00:00,1,6,6,True,28.94,70.06,3.56,0.366,0.22,0.0,0.0,3.392,2.278,0.032,0.533,0.281,1.257,0.175,0.0,0.0,,28.49,CHARGING,0.0,1.114,0.0,100.0,2.781
2026-06-14T02:00:00,2,6,6,True,30.57,62.22,4.95,0.366,0.22,0.0,0.0,5.01,3.032,0.186,0.839,0.252,1.444,0.311,0.0,0.0,,33.18,CHARGING,0.0,1.978,0.0,100.0,4.108
2026-06-14T03:00:00,3,6,6,True,30.36,62.24,4.17,0.366,0.22,0.0,0.0,4.444,2.577,0.227,0.024,0.286,1.596,0.444,0.0,0.0,,37.62,CHARGING,0.0,1.867,0.0,100.0,3.644
2026-06-14T04:00:00,4,6,6,True,33.87,71.02,5.24,0.366,0.22,0.0,0.0,5.034,1.989,-0.357,0.325,0.144,1.308,0.568,0.0,0.0,,44.85,CHARGING,0.0,3.045,0.0,100.0,4.128
2026-06-14T05:00:00,5,6,6,True,36.52,68.59,6.02,0.366,0.22,0.0,0.0,5.001,2.031,0.041,-0.028,0.24,1.509,0.27,0.0,0.0,,51.9,CHARGING,0.0,2.97,0.0,100.0,4.101
2026-06-14T06:00:00,6,6,6,True,35.92,76.31,4.94,0.366,0.22,0.0,0.0,5.001,1.665,0.05,0.313,0.18,0.738,0.385,0.0,0.0,,59.83,CHARGING,0.0,3.336,0.0,100.0,4.101
2026-06-14T07:00:00,7,6,6,True,36.95,69.87,3.93,0.366,0.22,169.4,1.463,3.719,4.303,-0.025,0.599,0.306,1.419,2.004,0.0,0.0,,61.91,CHARGING,0.0,0.879,0.0,100.0,4.249
2026-06-14T08:00:00,8,6,6,True,38.73,69.04,3.87,0.366,0.22,327.26,2.805,3.928,5.948,0.22,0.26,1.876,1.57,2.022,0.0,0.0,,63.78,CHARGING,0.0,0.785,0.0,100.0,5.521
2026-06-14T09:00:00,9,6,6,True,41.35,68.58,3.95,0.366,0.22,462.82,3.854,3.865,7.243,0.062,2.879,2.024,1.991,0.286,0.0,0.0,,64.91,CHARGING,0.0,0.476,0.0,100.0,6.33
2026-06-14T10:00:00,10,6,6,True,42.21,61.51,5.15,0.366,0.22,566.83,4.549,4.814,14.568,0.006,3.009,1.988,2.432,0.133,7.0,0.0,,51.21,DISCHARGING,5.205,0.0,35.73,64.27,7.678
2026-06-14T11:00:00,11,6,6,True,44.32,61.68,4.77,0.366,0.22,632.22,5.21,4.925,15.017,-0.179,2.902,2.143,2.784,0.366,7.0,0.0,,38.36,DISCHARGING,4.882,0.0,32.51,67.49,8.311
2026-06-14T12:00:00,12,6,6,True,46.86,76.09,3.03,0.366,0.22,654.52,5.366,2.648,17.821,0.073,3.954,2.085,2.613,2.097,7.0,0.0,,20.0,DISCHARGING,9.807,0.0,55.03,44.97,6.571
2026-06-14T13:00:00,13,6,6,True,43.18,71.86,2.09,0.366,0.22,632.22,5.279,1.539,16.796,0.003,3.101,2.042,2.583,2.067,7.0,0.0,,20.0,HOLD,9.978,0.0,59.41,40.59,5.591
2026-06-14T14:00:00,14,6,6,True,41.46,67.03,0.85,0.366,0.22,566.83,4.774,0.32,7.999,0.166,2.597,1.959,2.88,0.395,0.0,0.0,,20.0,HOLD,2.905,0.0,36.32,63.68,4.177
2026-06-14T15:00:00,15,6,6,True,42.08,70.94,0.78,0.366,0.22,462.82,3.886,0.155,7.964,-0.392,2.996,1.978,2.984,0.397,0.0,0.0,,20.0,HOLD,3.923,0.0,49.26,50.74,3.314
2026-06-14T16:00:00,16,6,6,True,40.34,61.76,2.03,0.366,0.22,327.26,2.7,1.333,8.211,0.058,3.373,1.957,2.593,0.23,0.0,0.0,,20.0,HOLD,4.178,0.0,50.88,49.12,3.307
2026-06-14T17:00:00,17,6,6,True,36.82,65.28,0.62,0.366,0.22,169.4,1.454,0.214,8.112,0.21,2.797,1.914,2.945,0.246,0.0,0.0,,20.0,HOLD,6.444,0.0,79.44,20.56,1.368
2026-06-14T18:00:00,18,6,6,True,36.58,66.58,1.08,0.366,0.22,0.0,0.0,0.501,9.838,0.412,2.932,1.872,2.729,1.892,0.0,0.0,,20.0,HOLD,9.337,0.0,94.91,5.09,0.411
2026-06-14T19:00:00,19,6,6,True,32.8,70.1,1.39,0.366,0.22,0.0,0.0,0.914,10.24,0.232,3.431,2.053,2.713,1.812,0.0,0.0,,20.0,HOLD,9.326,0.0,91.07,8.93,0.749
2026-06-14T20:00:00,20,6,6,True,31.52,67.91,0.57,0.366,0.22,0.0,0.0,0.201,6.189,0.376,2.949,0.241,2.215,0.408,0.0,0.0,,20.0,HOLD,5.988,0.0,96.75,3.25,0.165
2026-06-14T21:00:00,21,6,6,True,30.35,73.14,1.94,0.366,0.22,0.0,0.0,1.387,2.842,0.118,-0.045,0.191,2.091,0.487,0.0,0.0,,20.0,HOLD,1.455,0.0,51.2,48.8,1.137
2026-06-14T22:00:00,22,6,6,True,29.39,69.77,2.71,0.366,0.22,0.0,0.0,2.258,1.947,-0.071,0.401,-0.093,1.676,0.035,0.0,0.0,,20.74,CHARGING,0.0,0.311,0.0,100.0,1.852
2026-06-14T23:00:00,23,6,6,True,25.69,69.71,2.84,0.366,0.22,0.0,0.0,2.327,2.558,0.274,0.155,0.424,1.264,0.441,0.0,0.0,,20.13,DISCHARGING,0.231,0.0,9.03,90.97,1.908
2026-06-15T00:00:00,0,0,6,False,30.43,58.64,3.1,0.183,0.11,0.0,0.0,2.732,3.618,0.927,0.523,0.126,1.639,0.403,0.0,0.0,,20.0,DISCHARGING,0.886,0.0,24.49,75.51,2.24
2026-06-15T01:00:00,1,0,6,False,27.85,64.77,3.43,0.183,0.11,0.0,0.0,3.08,3.814,0.992,0.931,0.159,1.287,0.444,0.0,0.0,,20.0,HOLD,0.734,0.0,19.24,80.76,2.526
2026-06-15T02:00:00,2,0,6,False,29.77,64.8,2.78,0.183,0.11,0.0,0.0,2.349,3.545,1.326,0.179,0.233,1.455,0.352,0.0,0.0,,20.0,HOLD,1.196,0.0,33.74,66.26,1.926
2026-06-15T03:00:00,3,0,6,False,31.65,72.62,5.6,0.183,0.11,0.0,0.0,4.989,4.315,1.271,0.83,0.212,1.52,0.482,0.0,0.0,,21.6,CHARGING,0.0,0.674,0.0,100.0,4.091
2026-06-15T04:00:00,4,0,6,False,31.91,61.58,4.15,0.183,0.11,0.0,0.0,4.225,4.283,1.268,0.801,0.163,1.613,0.438,0.0,0.0,,21.45,DISCHARGING,0.058,0.0,1.35,98.65,3.464
2026-06-15T05:00:00,5,0,6,False,32.08,61.15,6.09,0.183,0.11,0.0,0.0,4.895,3.696,0.996,0.616,0.173,1.449,0.462,0.0,0.0,,24.3,CHARGING,0.0,1.199,0.0,100.0,4.014
2026-06-15T06:00:00,6,0,6,False,36.51,65.7,5.25,0.183,0.11,0.0,0.0,4.789,2.681,1.127,-0.054,0.204,0.899,0.505,0.0,0.0,,29.3,CHARGING,0.0,2.108,0.0,100.0,3.927
2026-06-15T07:00:00,7,0,6,False,39.85,61.15,5.09,0.183,0.11,207.71,1.775,4.947,5.693,1.2,0.896,0.144,1.386,2.068,0.0,0.0,,31.75,CHARGING,0.0,1.029,0.0,100.0,5.512
2026-06-15T08:00:00,8,0,6,False,38.57,67.15,5.51,0.183,0.11,401.26,3.422,4.924,9.84,3.828,0.439,2.054,1.475,2.044,0.0,0.0,,27.81,DISCHARGING,1.494,0.0,15.18,84.82,6.844
2026-06-15T09:00:00,9,0,6,False,39.79,64.2,4.25,0.183,0.11,567.47,5.04,4.245,14.793,4.294,6.045,2.041,1.968,0.444,0.0,0.0,,20.0,DISCHARGING,5.508,0.0,37.23,62.77,7.614
2026-06-15T10:00:00,10,0,6,False,42.7,61.37,5.16,0.183,0.11,695.0,5.944,4.936,21.571,3.988,5.678,2.046,2.467,0.392,7.0,0.0,,20.0,HOLD,10.691,0.0,49.56,50.44,8.922
2026-06-15T11:00:00,11,0,6,False,43.43,62.51,2.63,0.183,0.11,775.17,6.256,2.036,22.686,4.045,6.396,2.281,2.421,0.544,7.0,0.0,,20.0,HOLD,14.394,0.0,63.45,36.55,6.799
2026-06-15T12:00:00,12,0,6,False,44.37,65.82,2.88,0.183,0.11,802.52,6.671,2.454,23.134,3.918,5.581,1.846,2.817,1.972,7.0,0.0,,20.0,HOLD,14.009,0.0,60.56,39.44,7.482
2026-06-15T13:00:00,13,0,6,False,42.83,67.63,2.49,0.183,0.11,775.17,6.502,1.898,24.912,4.245,6.474,2.049,3.019,2.124,7.0,0.0,,20.0,HOLD,16.512,0.0,66.28,33.72,6.888
2026-06-15T14:00:00,14,0,6,False,44.62,66.64,2.49,0.183,0.11,695.0,5.824,1.856,15.302,4.14,5.593,1.921,3.164,0.484,0.0,0.0,,20.0,HOLD,7.622,0.0,49.81,50.19,6.298
2026-06-15T15:00:00,15,0,6,False,43.89,57.89,1.37,0.183,0.11,567.47,4.699,0.811,15.674,4.016,6.34,1.964,3.053,0.301,0.0,0.0,,20.0,HOLD,10.164,0.0,64.85,35.15,4.518
2026-06-15T16:00:00,16,0,6,False,40.68,59.9,1.27,0.183,0.11,401.26,3.369,0.698,15.589,3.946,6.531,1.99,2.932,0.19,0.0,0.0,,20.0,HOLD,11.522,0.0,73.91,26.09,3.335
2026-06-15T17:00:00,17,0,6,False,36.73,60.22,0.86,0.183,0.11,207.71,1.831,0.381,15.54,4.258,6.019,2.004,2.86,0.4,0.0,0.0,,20.0,HOLD,13.328,0.0,85.77,14.23,1.814
2026-06-15T18:00:00,18,0,6,False,38.58,53.65,0.0,0.183,0.11,0.0,0.0,0.001,17.216,4.138,6.142,1.962,2.872,2.103,0.0,0.0,,20.0,HOLD,17.215,0.0,99.99,0.01,0.001
2026-06-15T19:00:00,19,0,6,False,34.21,65.02,1.84,0.183,0.11,0.0,0.0,1.316,16.169,4.022,6.0,2.147,2.141,1.858,0.0,0.0,,20.0,HOLD,14.853,0.0,91.86,8.14,1.079
2026-06-15T20:00:00,20,0,6,False,30.22,62.38,0.98,0.183,0.11,0.0,0.0,0.385,10.697,1.028,6.737,0.38,2.188,0.364,0.0,0.0,,20.0,HOLD,10.312,0.0,96.4,3.6,0.316
